City,Constituency,Votes,Option
Sant Quirze de Besora,Barcelona,754,JUNTSxCAT
Sant Quirze de Besora,Barcelona,389,ERC-CatSí
Sant Quirze de Besora,Barcelona,114,C's
Sant Quirze de Besora,Barcelona,67,PSC
Sant Quirze de Besora,Barcelona,44,CUP
Sant Quirze de Besora,Barcelona,31,CatComú-Podem
Sant Quirze de Besora,Barcelona,20,PP
Sant Quirze de Besora,Barcelona,3,PACMA
Sant Pere de Riudebitlles,Barcelona,237,Abstención
Sant Pere de Ribes,Barcelona,4228,Abstención
Sant Pere de Vilamajor,Barcelona,9,Votos nulos
Sant Pere de Vilamajor,Barcelona,13,Votos en blanco
Sant Pere de Vilamajor,Barcelona,802,ERC-CatSí
Sant Pere de Vilamajor,Barcelona,729,JUNTSxCAT
Sant Pere de Vilamajor,Barcelona,535,C's
Sant Pere de Vilamajor,Barcelona,244,PSC
Sant Pere de Vilamajor,Barcelona,175,CUP
Sant Pere de Vilamajor,Barcelona,171,CatComú-Podem
Sant Pere de Vilamajor,Barcelona,79,PP
Sant Pere de Vilamajor,Barcelona,24,PACMA
Sant Pere de Vilamajor,Barcelona,4,RECORTES CERO-GRUPO VERDE
Sant Pere de Torelló,Barcelona,2,Votos nulos
Sant Pere de Torelló,Barcelona,12,Votos en blanco
Sant Pere de Torelló,Barcelona,785,JUNTSxCAT
Sant Pere de Torelló,Barcelona,466,ERC-CatSí
Sant Pere de Torelló,Barcelona,134,C's
Sant Pere de Torelló,Barcelona,92,CUP
Sant Pere de Torelló,Barcelona,63,PSC
Sant Pere de Torelló,Barcelona,29,CatComú-Podem
Sant Pere de Torelló,Barcelona,14,PP
Sant Pere de Torelló,Barcelona,6,PACMA
Sant Pere de Torelló,Barcelona,2,RECORTES CERO-GRUPO VERDE
Sant Pere de Riudebitlles,Barcelona,4,Votos nulos
Sant Pere de Riudebitlles,Barcelona,7,Votos en blanco
Sant Pere de Riudebitlles,Barcelona,598,JUNTSxCAT
Sant Pere de Riudebitlles,Barcelona,426,ERC-CatSí
Sant Pere de Riudebitlles,Barcelona,174,C's
Sant Pere de Riudebitlles,Barcelona,139,PSC
Sant Pere de Riudebitlles,Barcelona,111,CUP
Sant Pere de Riudebitlles,Barcelona,43,CatComú-Podem
Sant Pere de Riudebitlles,Barcelona,27,PP
Sant Pere de Riudebitlles,Barcelona,8,PACMA
Sant Pere de Riudebitlles,Barcelona,2,RECORTES CERO-GRUPO VERDE
Sant Pere de Ribes,Barcelona,63,Votos nulos
Sant Pere de Ribes,Barcelona,60,Votos en blanco
Sant Pere de Ribes,Barcelona,5228,C's
Sant Pere de Ribes,Barcelona,3221,ERC-CatSí
Sant Pere de Ribes,Barcelona,2635,PSC
Sant Pere de Ribes,Barcelona,2529,JUNTSxCAT
Sant Pere de Ribes,Barcelona,1282,CatComú-Podem
Sant Pere de Ribes,Barcelona,865,CUP
Sant Pere de Ribes,Barcelona,513,PP
Sant Pere de Ribes,Barcelona,208,PACMA
Sant Pere de Ribes,Barcelona,36,RECORTES CERO-GRUPO VERDE
Sant Martí de Centelles,Barcelona,123,Abstención
Sant Mateu de Bages,Barcelona,62,Abstención
Sant Martí Sesgueioles,Barcelona,32,Abstención
Sant Martí Sarroca,Barcelona,363,Abstención
Sant Martí de Centelles,Barcelona,3,Votos nulos
Sant Martí de Centelles,Barcelona,2,Votos en blanco
Sant Martí de Centelles,Barcelona,261,JUNTSxCAT
Sant Martí de Centelles,Barcelona,197,ERC-CatSí
Sant Martí de Centelles,Barcelona,109,C's
Sant Martí de Centelles,Barcelona,52,PSC
Sant Martí de Centelles,Barcelona,51,CUP
Sant Martí de Centelles,Barcelona,39,CatComú-Podem
Sant Martí de Centelles,Barcelona,10,PACMA
Sant Martí de Centelles,Barcelona,8,PP
Sant Martí de Tous,Barcelona,74,Abstención
Sant Mateu de Bages,Barcelona,1,Votos en blanco
Sant Mateu de Bages,Barcelona,253,JUNTSxCAT
Sant Mateu de Bages,Barcelona,117,ERC-CatSí
Sant Mateu de Bages,Barcelona,24,C's
Sant Mateu de Bages,Barcelona,23,CUP
Sant Mateu de Bages,Barcelona,17,PSC
Sant Mateu de Bages,Barcelona,14,PP
Sant Mateu de Bages,Barcelona,11,CatComú-Podem
Sant Mateu de Bages,Barcelona,1,RECORTES CERO-GRUPO VERDE
Sant Martí Sesgueioles,Barcelona,3,Votos nulos
Sant Martí Sesgueioles,Barcelona,1,Votos en blanco
Sant Martí Sesgueioles,Barcelona,105,JUNTSxCAT
Sant Martí Sesgueioles,Barcelona,65,ERC-CatSí
Sant Martí Sesgueioles,Barcelona,24,CUP
Sant Martí Sesgueioles,Barcelona,21,C's
Sant Martí Sesgueioles,Barcelona,13,PSC
Sant Martí Sesgueioles,Barcelona,9,CatComú-Podem
Sant Martí Sesgueioles,Barcelona,7,PP
Sant Martí Sarroca,Barcelona,10,Votos nulos
Sant Martí Sarroca,Barcelona,6,Votos en blanco
Sant Martí Sarroca,Barcelona,747,JUNTSxCAT
Sant Martí Sarroca,Barcelona,488,ERC-CatSí
Sant Martí Sarroca,Barcelona,293,C's
Sant Martí Sarroca,Barcelona,165,CUP
Sant Martí Sarroca,Barcelona,158,PSC
Sant Martí Sarroca,Barcelona,95,CatComú-Podem
Sant Martí Sarroca,Barcelona,55,PP
Sant Martí Sarroca,Barcelona,19,PACMA
Sant Martí Sarroca,Barcelona,1,RECORTES CERO-GRUPO VERDE
Sant Martí d'Albars,Barcelona,7,Abstención
Sant Llorenç Savall,Barcelona,333,Abstención
Sant Martí de Tous,Barcelona,1,Votos nulos
Sant Martí de Tous,Barcelona,8,Votos en blanco
Sant Martí de Tous,Barcelona,357,JUNTSxCAT
Sant Martí de Tous,Barcelona,254,ERC-CatSí
Sant Martí de Tous,Barcelona,61,CUP
Sant Martí de Tous,Barcelona,61,C's
Sant Martí de Tous,Barcelona,41,PSC
Sant Martí de Tous,Barcelona,28,CatComú-Podem
Sant Martí de Tous,Barcelona,16,PP
Sant Martí de Tous,Barcelona,1,PACMA
Sant Martí de Tous,Barcelona,1,RECORTES CERO-GRUPO VERDE
Sant Llorenç d'Hortons,Barcelona,249,Abstención
Sant Martí d'Albars,Barcelona,2,Votos en blanco
Sant Martí d'Albars,Barcelona,54,JUNTSxCAT
Sant Martí d'Albars,Barcelona,15,ERC-CatSí
Sant Martí d'Albars,Barcelona,7,CUP
Sant Martí d'Albars,Barcelona,3,PP
Sant Martí d'Albars,Barcelona,1,PSC
Sant Martí d'Albars,Barcelona,1,C's
Sant Martí d'Albars,Barcelona,1,PACMA
Sant Martí d'Albars,Barcelona,1,CatComú-Podem
Sant Llorenç Savall,Barcelona,9,Votos nulos
Sant Llorenç Savall,Barcelona,7,Votos en blanco
Sant Llorenç Savall,Barcelona,478,JUNTSxCAT
Sant Llorenç Savall,Barcelona,453,ERC-CatSí
Sant Llorenç Savall,Barcelona,245,C's
Sant Llorenç Savall,Barcelona,119,CUP
Sant Llorenç Savall,Barcelona,104,PSC
Sant Llorenç Savall,Barcelona,64,CatComú-Podem
Sant Llorenç Savall,Barcelona,30,PP
Sant Llorenç Savall,Barcelona,9,PACMA
Sant Llorenç Savall,Barcelona,1,RECORTES CERO-GRUPO VERDE
Sant Llorenç d'Hortons,Barcelona,3,Votos nulos
Sant Llorenç d'Hortons,Barcelona,7,Votos en blanco
Sant Llorenç d'Hortons,Barcelona,509,ERC-CatSí
Sant Llorenç d'Hortons,Barcelona,461,JUNTSxCAT
Sant Llorenç d'Hortons,Barcelona,278,C's
Sant Llorenç d'Hortons,Barcelona,140,PSC
Sant Llorenç d'Hortons,Barcelona,117,CatComú-Podem
Sant Llorenç d'Hortons,Barcelona,105,CUP
Sant Llorenç d'Hortons,Barcelona,38,PP
Sant Llorenç d'Hortons,Barcelona,18,PACMA
Sant Llorenç d'Hortons,Barcelona,2,RECORTES CERO-GRUPO VERDE
Sant Just Desvern,Barcelona,1685,Abstención
Sant Julià de Vilatorta,Barcelona,164,Abstención
Sant Julià de Cerdanyola,Barcelona,15,Abstención
Sant Joan Despí,Barcelona,3552,Abstención
Sant Just Desvern,Barcelona,20,Votos nulos
Sant Just Desvern,Barcelona,42,Votos en blanco
Sant Just Desvern,Barcelona,2713,JUNTSxCAT
Sant Just Desvern,Barcelona,2355,C's
Sant Just Desvern,Barcelona,2281,ERC-CatSí
Sant Just Desvern,Barcelona,1578,PSC
Sant Just Desvern,Barcelona,767,CatComú-Podem
Sant Just Desvern,Barcelona,558,CUP
Sant Just Desvern,Barcelona,425,PP
Sant Just Desvern,Barcelona,78,PACMA
Sant Just Desvern,Barcelona,15,RECORTES CERO-GRUPO VERDE
Sant Julià de Vilatorta,Barcelona,2,Votos nulos
Sant Julià de Vilatorta,Barcelona,14,Votos en blanco
Sant Julià de Vilatorta,Barcelona,1304,JUNTSxCAT
Sant Julià de Vilatorta,Barcelona,585,ERC-CatSí
Sant Julià de Vilatorta,Barcelona,113,CUP
Sant Julià de Vilatorta,Barcelona,99,C's
Sant Julià de Vilatorta,Barcelona,54,PSC
Sant Julià de Vilatorta,Barcelona,34,CatComú-Podem
Sant Julià de Vilatorta,Barcelona,13,PP
Sant Julià de Vilatorta,Barcelona,1,PACMA
Sant Julià de Vilatorta,Barcelona,1,RECORTES CERO-GRUPO VERDE
Sant Julià de Cerdanyola,Barcelona,1,Votos nulos
Sant Julià de Cerdanyola,Barcelona,1,Votos en blanco
Sant Julià de Cerdanyola,Barcelona,96,JUNTSxCAT
Sant Julià de Cerdanyola,Barcelona,54,ERC-CatSí
Sant Julià de Cerdanyola,Barcelona,15,CUP
Sant Julià de Cerdanyola,Barcelona,8,C's
Sant Julià de Cerdanyola,Barcelona,8,CatComú-Podem
Sant Julià de Cerdanyola,Barcelona,3,PSC
Sant Julià de Cerdanyola,Barcelona,1,PP
Sant Joan Despí,Barcelona,61,Votos nulos
Sant Joan Despí,Barcelona,74,Votos en blanco
Sant Joan Despí,Barcelona,6886,C's
Sant Joan Despí,Barcelona,4682,PSC
Sant Joan Despí,Barcelona,3689,ERC-CatSí
Sant Joan Despí,Barcelona,2509,JUNTSxCAT
Sant Joan Despí,Barcelona,2253,CatComú-Podem
Sant Joan Despí,Barcelona,809,PP
Sant Joan Despí,Barcelona,512,CUP
Sant Joan Despí,Barcelona,243,PACMA
Sant Joan Despí,Barcelona,74,RECORTES CERO-GRUPO VERDE
Sant Joan de Vilatorrada,Barcelona,1277,Abstención
Sant Jaume de Frontanyà,Barcelona,3,Abstención
Sant Iscle de Vallalta,Barcelona,152,Abstención
Sant Hipòlit de Voltregà,Barcelona,342,Abstención
Sant Joan de Vilatorrada,Barcelona,35,Votos nulos
Sant Joan de Vilatorrada,Barcelona,24,Votos en blanco
Sant Joan de Vilatorrada,Barcelona,1742,C's
Sant Joan de Vilatorrada,Barcelona,1653,JUNTSxCAT
Sant Joan de Vilatorrada,Barcelona,1467,ERC-CatSí
Sant Joan de Vilatorrada,Barcelona,899,PSC
Sant Joan de Vilatorrada,Barcelona,485,CatComú-Podem
Sant Joan de Vilatorrada,Barcelona,228,CUP
Sant Joan de Vilatorrada,Barcelona,178,PP
Sant Joan de Vilatorrada,Barcelona,42,PACMA
Sant Joan de Vilatorrada,Barcelona,10,RECORTES CERO-GRUPO VERDE
Sant Jaume de Frontanyà,Barcelona,10,ERC-CatSí
Sant Jaume de Frontanyà,Barcelona,8,JUNTSxCAT
Sant Jaume de Frontanyà,Barcelona,3,PSC
Sant Jaume de Frontanyà,Barcelona,1,CUP
Sant Jaume de Frontanyà,Barcelona,1,C's
